FID,nomeTesto,versionID,datasetIni,datasetFin,legDataAbr,legSpecRif,legLink,legGU_Link,localID,namespace,ID_Evento,ID_EventoS,nomeLingua,nomeStatus,nomeOrigin,nomePronun,nomeFonte,nomeScript,tipoZona,tipoZonaSp,designIniz,designFine,dominioAmb,nomeAutCom,nomeAutRuo,legNome,legNomeBre,legData,legDataTip,legNumID,legDocUff,legDataApp,legLivello,legGU_ID,legGU_ISSN,legGU_ISBN
82,Lombardia,17,10/01/2021,15/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78157,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00119/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 08/01/2021,1610064000000,creation,unpopulated,unknown,1610236800000,regionale,6 09/01/2021,unpopulated,unpopulated
83,Marche,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
84,Molise,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
85,Piemonte,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
86,Provincia autonoma Bolzano,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,provISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,provinciale,3 05/01/2021,unpopulated,unpopulated
87,Provincia autonoma Trento,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,provISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,provinciale,3 05/01/2021,unpopulated,unpopulated
88,Puglia,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
89,Sardegna,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
90,Sicilia,17,10/01/2021,15/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78156,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00123/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 08/01/2021,1610064000000,creation,unpopulated,unknown,1610236800000,regionale,6 09/01/2021,unpopulated,unpopulated
91,Toscana,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
92,Umbria,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
93,Valle d'Aosta,17,10/01/2021,15/01/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Presidente della Repubblica,authority,Ulteriori disposizioni urgenti per fronteggiare i rischi sanitari connessi diffusione virus COVID-19,DL 05/01/2021 n.1,1609804800000,creation,unpopulated,unknown,1609891200000,regionale,3 05/01/2021,unpopulated,unpopulated
94,Veneto,17,10/01/2021,15/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78158,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00120/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610236800000,15/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 08/01/2021,1610064000000,creation,unpopulated,unknown,1610236800000,regionale,6 09/01/2021,unpopulated,unpopulated
95,Abruzzo,18,17/01/2021,31/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
96,Basilicata,18,16/01/2021,05/03/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610755200000,05/03/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,regionale,11 15/01/2021,unpopulated,unpopulated
97,Calabria,18,16/01/2021,24/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610755200000,24/01/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,regionale,11 15/01/2021,unpopulated,unpopulated
98,Campania,18,16/01/2021,05/03/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610755200000,05/03/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,regionale,11 15/01/2021,unpopulated,unpopulated
99,Emilia-Romagna,18,16/01/2021,24/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610755200000,24/01/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,regionale,11 15/01/2021,unpopulated,unpopulated
100,Friuli Venezia Giulia,18,17/01/2021,31/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
101,Lazio,18,17/01/2021,31/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
102,Liguria,18,17/01/2021,31/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
103,Lombardia,18,17/01/2021,31/01/2021,unknown,art.3,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78459,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00225/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
104,Marche,18,17/01/2021,31/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
105,Molise,18,16/01/2021,05/03/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610755200000,05/03/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,regionale,11 15/01/2021,unpopulated,unpopulated
106,Piemonte,18,17/01/2021,31/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
107,Provincia autonoma Bolzano,18,17/01/2021,31/01/2021,unknown,art.3,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78458,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00224/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,provISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,provinciale,12 16/01/2021,unpopulated,unpopulated
108,Provincia autonoma Trento,18,16/01/2021,05/03/2021,unpopulated,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,provISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610755200000,05/03/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,provinciale,11 15/01/2021,unpopulated,unpopulated
109,Puglia,18,17/01/2021,31/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
110,Sardegna,18,16/01/2021,05/03/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610755200000,05/03/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,regionale,11 15/01/2021,unpopulated,unpopulated
111,Sicilia,18,17/01/2021,31/01/2021,unknown,art.3,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78460,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00226/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
112,Toscana,18,16/01/2021,05/03/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610755200000,05/03/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,regionale,11 15/01/2021,unpopulated,unpopulated
113,Umbria,18,17/01/2021,31/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
114,Valle d'Aosta,18,17/01/2021,31/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610841600000,31/01/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 16/01/2021,1610755200000,creation,unpopulated,unknown,1610755200000,regionale,12 16/01/2021,unpopulated,unpopulated
115,Veneto,18,16/01/2021,24/01/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1610755200000,24/01/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,regionale,11 15/01/2021,unpopulated,unpopulated
116,Calabria,19,24/01/2021,07/02/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78561,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00402/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1611446400000,07/02/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 22/01/2021,1611273600000,creation,unpopulated,unknown,1611360000000,regionale,18 23/01/2021,unpopulated,unpopulated
117,Emilia-Romagna,19,24/01/2021,07/02/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78561,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00402/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1611446400000,07/02/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 22/01/2021,1611273600000,creation,unpopulated,unknown,1611360000000,regionale,18 23/01/2021,unpopulated,unpopulated
118,Lombardia,19,24/01/2021,07/02/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78562,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00403/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1611446400000,07/02/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 23/01/2021,1611360000000,creation,unpopulated,unknown,1611360000000,regionale,18 23/01/2021,unpopulated,unpopulated
119,Sardegna,19,24/01/2021,07/02/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78560,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00401/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1611446400000,07/02/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 22/01/2021,1611273600000,creation,unpopulated,unknown,1611360000000,regionale,18 23/01/2021,unpopulated,unpopulated
120,Veneto,19,24/01/2021,07/02/2021,unknown,art.2,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78561,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00402/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1611446400000,07/02/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 22/01/2021,1611273600000,creation,unpopulated,unknown,1611360000000,regionale,18 23/01/2021,unpopulated,unpopulated
121,Abruzzo,20,01/02/2021,05/03/2021,unknown,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1612137600000,05/03/2021,tutelaSalute,Presidente del Consiglio dei Ministri,authority,Ulteriori disposizioni attuative materia contenimento prevenzione emergenza epidemiologica COVID-19,DPCM 14/01/2021,1610668800000,creation,unpopulated,unknown,1610668800000,regionale,11 15/01/2021,unpopulated,unpopulated
122,Calabria,20,24/01/2021,07/02/2021,01/02/2021,art.1,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78698,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg, ,IT.PCMDPC,1,COVID-19-Italia,ita,standardizzato,endonimo,unpopulated,regISTAT2020,ital,humanHealthRestrictedZone,areaMisureUrgentiContenimentoContagio,1611446400000,07/02/2021,tutelaSalute,Ministero della Salute,authority,Ulteriori misure urgenti in materia di contenimento e gestione emergenza epidemiologica COVID-19,Ordinanza 29/01/2021,1611878400000,creation,unpopulated,unknown,1612137600000,regionale,25 31/01/2021,unpopulated,unpopulated
