somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_40-49,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,40-49
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_40-49,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,40-49
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_40-49,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,40-49
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_40-49,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,40-49
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_40-49,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,40-49
4,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_40-49,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,40-49
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_50-59,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,50-59
1,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_50-59,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,50-59
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_50-59,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,50-59
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_50-59,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,50-59
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_50-59,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,50-59
2,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_50-59,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,50-59
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_60-69,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,60-69
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_60-69,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,60-69
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_60-69,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,60-69
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_60-69,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,60-69
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_60-69,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,60-69
1,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_60-69,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,60-69
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_70-79,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,70-79
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_70-79,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,70-79
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_70-79,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,70-79
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_70-79,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,70-79
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_70-79,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,70-79
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_70-79,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,70-79
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_80-89,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,80-89
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_80-89,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,80-89
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_80-89,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,80-89
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_80-89,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,80-89
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_80-89,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,80-89
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_80-89,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,80-89
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_90+,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,90+
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_90+,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,90+
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_90+,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,90+
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_90+,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,90+
0,Molise,TML_CAT_ALTRO,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_90+,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,90+
0,Molise,TML_CAT_PERSONALE,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_90+,2 - Personale non Sanitario,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,90+
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,16-19
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,16-19
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,16-19
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,20-29
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,20-29
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,20-29
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,30-39
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,30-39
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,30-39
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,40-49
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,40-49
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,40-49
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,50-59
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,50-59
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,50-59
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,60-69
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,60-69
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,60-69
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,70-79
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,70-79
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,70-79
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,80-89
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,80-89
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,80-89
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_90+,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,90+
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_90+,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,90+
0,Molise,TML_CAT_RSA_OSPITI,05/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_90+,3 - Ospiti Strutture Residenziali,14,2021-01-05,PF/BT,14000301_P.O.ISERNIA,90+
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,16-19
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,16-19
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,16-19
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,16-19
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),16-19
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),16-19
19,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,20-29
10,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,20-29
2,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,20-29
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,20-29
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),20-29
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),20-29
38,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,30-39
28,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,30-39
9,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,30-39
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,30-39
1,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),30-39
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),30-39
46,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,40-49
24,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,40-49
22,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,40-49
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,40-49
2,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),40-49
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),40-49
56,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,50-59
53,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,50-59
24,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,50-59
3,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,50-59
1,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),50-59
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),50-59
41,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,60-69
32,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,60-69
28,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,60-69
2,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,60-69
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),60-69
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),60-69
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_70-79,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,70-79
2,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_70-79,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,70-79
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_70-79,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,70-79
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_70-79,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,70-79
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_70-79,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),70-79
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_70-79,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),70-79
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_80-89,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,80-89
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_80-89,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,80-89
0,Molise,TML_CAT_OSS,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_80-89,1 - Operatori Sanitari e Sociosanitari,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,80-89
